0.0000	16383.0000
1.0000	14750.3770
2.0000	13696.7720
3.0000	13080.4526
4.0000	12643.1670
5.0000	12303.9820
6.0000	12026.8476
7.0000	11792.5339
8.0000	11589.5621
9.0000	11410.5282
10.0000	11250.3770
11.0000	11105.5026
12.0000	10973.2426
13.0000	10851.5753
14.0000	10738.9289
15.0000	10634.0576
16.0000	10535.9571
17.0000	10443.8058
18.0000	10356.9232
19.0000	10274.7394
20.0000	10196.7720
21.0000	10122.6095
22.0000	10051.8976
23.0000	9984.3296
24.0000	9919.6377
25.0000	9857.5870
26.0000	9797.9703
27.0000	9740.6038
28.0000	9685.3239
29.0000	9631.9840
30.0000	9580.4526
31.0000	9530.6111
32.0000	9482.3521
33.0000	9435.5782
34.0000	9390.2008
35.0000	9346.1389
36.0000	9303.3183
37.0000	9261.6710
38.0000	9221.1344
39.0000	9181.6509
40.0000	9143.1670
41.0000	9105.6335
42.0000	9069.0045
43.0000	9033.2374
44.0000	8998.2926
45.0000	8964.1332
46.0000	8930.7246
47.0000	8898.0345
48.0000	8866.0327
49.0000	8834.6907
50.0000	8803.9820
51.0000	8773.8814
52.0000	8744.3653
53.0000	8715.4115
54.0000	8686.9989
55.0000	8659.1076
56.0000	8631.7189
57.0000	8604.8150
58.0000	8578.3790
59.0000	8552.3950
60.0000	8526.8476
61.0000	8501.7226
62.0000	8477.0061
63.0000	8452.6851
64.0000	8428.7471
65.0000	8405.1803
66.0000	8381.9732
67.0000	8359.1152
68.0000	8336.5958
69.0000	8314.4052
70.0000	8292.5339
71.0000	8270.9728
72.0000	8249.7133
73.0000	8228.7470
74.0000	8208.0660
75.0000	8187.6626
76.0000	8167.5294
77.0000	8147.6595
78.0000	8128.0459
79.0000	8108.6822
80.0000	8089.5621
81.0000	8070.6794
82.0000	8052.0285
83.0000	8033.6037
84.0000	8015.3995
85.0000	7997.4108
86.0000	7979.6324
87.0000	7962.0596
88.0000	7944.6877
89.0000	7927.5120
90.0000	7910.5282
91.0000	7893.7321
92.0000	7877.1196
93.0000	7860.6867
94.0000	7844.4295
95.0000	7828.3444
96.0000	7812.4277
97.0000	7796.6759
98.0000	7781.0857
99.0000	7765.6538
100.0000	7750.3770
101.0000	7735.2522
102.0000	7720.2764
103.0000	7705.4467
104.0000	7690.7603
105.0000	7676.2145
106.0000	7661.8065
107.0000	7647.5338
108.0000	7633.3939
109.0000	7619.3843
110.0000	7605.5026
111.0000	7591.7466
112.0000	7578.1139
113.0000	7564.6025
114.0000	7551.2100
115.0000	7537.9346
116.0000	7524.7740
117.0000	7511.7265
118.0000	7498.7900
119.0000	7485.9626
120.0000	7473.2426
121.0000	7460.6282
122.0000	7448.1176
123.0000	7435.7091
124.0000	7423.4011
125.0000	7411.1920
126.0000	7399.0801
127.0000	7387.0640
128.0000	7375.1421
129.0000	7363.3130
130.0000	7351.5753
131.0000	7339.9275
132.0000	7328.3683
133.0000	7316.8963
134.0000	7305.5102
135.0000	7294.2088
136.0000	7282.9908
137.0000	7271.8550
138.0000	7260.8002
139.0000	7249.8252
140.0000	7238.9289
141.0000	7228.1101
142.0000	7217.3678
143.0000	7206.7009
144.0000	7196.1083
145.0000	7185.5890
146.0000	7175.1420
147.0000	7164.7663
148.0000	7154.4610
149.0000	7144.2251
150.0000	7134.0576
151.0000	7123.9577
152.0000	7113.9245
153.0000	7103.9570
154.0000	7094.0545
155.0000	7084.2161
156.0000	7074.4409
157.0000	7064.7282
158.0000	7055.0772
159.0000	7045.4871
160.0000	7035.9571
161.0000	7026.4864
162.0000	7017.0745
163.0000	7007.7204
164.0000	6998.4235
165.0000	6989.1832
166.0000	6979.9987
167.0000	6970.8694
168.0000	6961.7945
169.0000	6952.7735
170.0000	6943.8058
171.0000	6934.8906
172.0000	6926.0274
173.0000	6917.2156
174.0000	6908.4546
175.0000	6899.7438
176.0000	6891.0827
177.0000	6882.4706
178.0000	6873.9070
179.0000	6865.3914
180.0000	6856.9232
181.0000	6848.5020
182.0000	6840.1272
183.0000	6831.7982
184.0000	6823.5146
185.0000	6815.2760
186.0000	6807.0817
187.0000	6798.9314
188.0000	6790.8245
189.0000	6782.7607
190.0000	6774.7394
191.0000	6766.7602
192.0000	6758.8227
193.0000	6750.9264
194.0000	6743.0710
195.0000	6735.2559
196.0000	6727.4808
197.0000	6719.7452
198.0000	6712.0488
199.0000	6704.3912
200.0000	6696.7720
201.0000	6689.1908
202.0000	6681.6472
203.0000	6674.1409
204.0000	6666.6714
205.0000	6659.2385
206.0000	6651.8417
207.0000	6644.4808
